meter_id,region,has_solar,has_ev,date,total_consumption_kwh,total_solar_kwh,total_ev_kwh,peak_hour_consumption_kwh,avg_voltage_v,avg_temperature_c,fault_count,total_net_load_kwh
MTR-AMS-1045,Amsterdam,FALSE,TRUE,7/23/2025,40.171,0,14.277,3.573,230.6604167,15.97291667,0,54.448
MTR-AMS-1045,Amsterdam,FALSE,TRUE,7/24/2025,40.781,0,19.977,3.573,230.0008333,16.37541667,0,60.758
MTR-AMS-1045,Amsterdam,FALSE,TRUE,7/25/2025,40.183,0,19.073,3.926,230.1166667,16.32291667,0,59.256
MTR-AMS-1045,Amsterdam,FALSE,TRUE,7/26/2025,41.623,0,4.019,3.463,230.1170833,16.88083333,0,45.642
MTR-AMS-1045,Amsterdam,FALSE,TRUE,7/27/2025,40.316,0,14.061,3.334,230.3,17.27416667,0,54.377
MTR-AMS-1045,Amsterdam,FALSE,TRUE,7/28/2025,41.26,0,28.877,3.464,229.95375,16.45541667,0,70.137
MTR-AMS-1045,Amsterdam,FALSE,TRUE,7/29/2025,38.949,0,16.309,3.481,230.1204167,16.49875,0,55.258
MTR-AMS-1045,Amsterdam,FALSE,TRUE,7/30/2025,40.632,0,26.41,3.438,230.1404167,16.31833333,0,67.042
MTR-AMS-1045,Amsterdam,FALSE,TRUE,7/31/2025,39.412,0,3.077,3.328,230.1691667,16.71291667,0,42.489
MTR-AMS-1045,Amsterdam,FALSE,TRUE,8/1/2025,39.454,0,7.725,3.436,230.6820833,16.35041667,0,47.179
MTR-AMS-1045,Amsterdam,FALSE,TRUE,8/2/2025,39.61,0,17.401,3.427,229.7729167,17.81875,0,57.011
MTR-AMS-1045,Amsterdam,FALSE,TRUE,8/3/2025,39.471,0,17.88,3.209,230.08625,17.77208333,0,57.351
MTR-AMS-1045,Amsterdam,FALSE,TRUE,8/4/2025,41.002,0,17.485,3.63,229.9541667,16.96583333,0,58.487
MTR-AMS-1045,Amsterdam,FALSE,TRUE,8/5/2025,41.573,0,15.156,3.348,230.1404167,17.9825,0,56.729
MTR-AMS-1045,Amsterdam,FALSE,TRUE,8/6/2025,40.288,0,11.261,3.443,229.89125,17.74625,0,51.549
MTR-AMS-1045,Amsterdam,FALSE,TRUE,8/7/2025,40.692,0,17.537,3.372,230.1704167,17.37083333,0,58.229
MTR-AMS-1045,Amsterdam,FALSE,TRUE,8/8/2025,41.167,0,19.677,3.447,229.7658333,17.55958333,0,60.844
MTR-AMS-1045,Amsterdam,FALSE,TRUE,8/9/2025,42.051,0,10.519,3.591,230.3733333,17.82625,0,52.57
MTR-AMS-1045,Amsterdam,FALSE,TRUE,8/10/2025,41.168,0,16,3.63,230.1091667,18.41916667,0,57.168
MTR-AMS-1045,Amsterdam,FALSE,TRUE,8/11/2025,41.735,0,11.961,3.581,229.5766667,18.34791667,0,53.696
MTR-AMS-1045,Amsterdam,FALSE,TRUE,8/12/2025,40.667,0,21.571,3.612,229.89,18.14416667,0,62.238
MTR-AMS-1045,Amsterdam,FALSE,TRUE,8/13/2025,41.652,0,8.191,3.487,230.4320833,18.26125,0,49.843
MTR-AMS-1045,Amsterdam,FALSE,TRUE,8/14/2025,41.278,0,11.542,3.546,229.8333333,18.62958333,0,52.82
MTR-AMS-1045,Amsterdam,FALSE,TRUE,8/15/2025,39.637,0,16.335,3.671,230.2045833,17.92041667,0,55.972
MTR-AMS-1045,Amsterdam,FALSE,TRUE,8/16/2025,41.859,0,19.949,3.704,229.7791667,18.3475,0,61.808
MTR-AMS-1045,Amsterdam,FALSE,TRUE,8/17/2025,40.643,0,20.258,3.504,229.4958333,19.10458333,0,60.901
MTR-AMS-1045,Amsterdam,FALSE,TRUE,8/18/2025,40.838,0,4.638,3.171,229.9529167,19.36208333,0,45.476
MTR-AMS-1045,Amsterdam,FALSE,TRUE,8/19/2025,40.169,0,19.702,3.289,229.6825,18.9325,0,59.871
MTR-AMS-1045,Amsterdam,FALSE,TRUE,8/20/2025,40.868,0,11.058,3.504,230.1066667,18.44916667,0,51.926
MTR-AMS-1045,Amsterdam,FALSE,TRUE,8/21/2025,40.314,0,14.861,3.504,229.8783333,17.93916667,0,55.175
MTR-AMS-1045,Amsterdam,FALSE,TRUE,8/22/2025,40.933,0,22.349,3.493,229.4533333,18.67791667,1,63.282
MTR-AMS-1045,Amsterdam,FALSE,TRUE,8/23/2025,41.029,0,19.022,3.65,230.3045833,18.8425,0,60.051
MTR-AMS-1045,Amsterdam,FALSE,TRUE,8/24/2025,41.141,0,17.187,3.805,229.78625,19.17125,0,58.328
MTR-AMS-1045,Amsterdam,FALSE,TRUE,8/25/2025,41.674,0,15.917,3.808,229.8695833,19.51375,0,57.591
MTR-AMS-1045,Amsterdam,FALSE,TRUE,8/26/2025,40.758,0,24.056,3.453,230.28125,19.54541667,0,64.814
MTR-AMS-1045,Amsterdam,FALSE,TRUE,8/27/2025,39.198,0,9.763,3.68,229.8804167,19.71333333,0,48.961
MTR-AMS-1045,Amsterdam,FALSE,TRUE,8/28/2025,40.847,0,17.371,3.322,229.73125,19.47541667,0,58.218
MTR-AMS-1045,Amsterdam,FALSE,TRUE,8/29/2025,40.511,0,8.58,3.555,230.15875,19.79791667,0,49.091
MTR-AMS-1045,Amsterdam,FALSE,TRUE,8/30/2025,40.939,0,6.476,3.699,229.8541667,19.90458333,0,47.415
MTR-AMS-1045,Amsterdam,FALSE,TRUE,8/31/2025,41.434,0,10.394,3.398,230.1625,19.6075,0,51.828
MTR-AMS-1045,Amsterdam,FALSE,TRUE,9/1/2025,40.755,0,9.15,3.589,230.1191667,19.9525,0,49.905
MTR-AMS-1045,Amsterdam,FALSE,TRUE,9/2/2025,40.312,0,7.838,3.434,230.075,19.97916667,0,48.15
MTR-AMS-1045,Amsterdam,FALSE,TRUE,9/3/2025,40.587,0,12.384,3.407,230.1670833,19.80833333,0,52.971
MTR-AMS-1045,Amsterdam,FALSE,TRUE,9/4/2025,40.394,0,6.495,3.619,229.7791667,19.94375,0,46.889
MTR-AMS-1045,Amsterdam,FALSE,TRUE,9/5/2025,40.773,0,24.453,3.678,229.9095833,19.35916667,0,65.226
MTR-AMS-1045,Amsterdam,FALSE,TRUE,9/6/2025,41.785,0,18.078,3.301,229.4554167,19.6675,0,59.863
MTR-AMS-1045,Amsterdam,FALSE,TRUE,9/7/2025,39.827,0,20.147,3.125,230.1766667,19.65708333,0,59.974
MTR-AMS-1045,Amsterdam,FALSE,TRUE,9/8/2025,40.26,0,21.839,3.28,229.6983333,19.37958333,0,62.099
MTR-AMS-1045,Amsterdam,FALSE,TRUE,9/9/2025,40.533,0,22.503,3.674,229.6183333,19.83458333,1,63.036
MTR-AMS-1045,Amsterdam,FALSE,TRUE,9/10/2025,39.907,0,16.077,3.415,228.91375,18.975,1,55.984
MTR-AMS-1045,Amsterdam,FALSE,TRUE,9/11/2025,40.852,0,6.687,3.606,229.8295833,19.57416667,0,47.539
MTR-AMS-1045,Amsterdam,FALSE,TRUE,9/12/2025,39.837,0,16.646,3.669,229.5679167,20.50333333,0,56.483
MTR-AMS-1045,Amsterdam,FALSE,TRUE,9/13/2025,41.09,0,15.296,3.501,230.13,19.33666667,0,56.386
MTR-AMS-1045,Amsterdam,FALSE,TRUE,9/14/2025,40.929,0,6.582,3.556,230.20125,19.40791667,0,47.511
MTR-AMS-1045,Amsterdam,FALSE,TRUE,9/15/2025,40.634,0,21.232,3.511,230.11375,20.20333333,0,61.866
MTR-AMS-1045,Amsterdam,FALSE,TRUE,9/16/2025,40.196,0,11.866,3.371,230.2820833,20.1775,0,52.062
MTR-AMS-1045,Amsterdam,FALSE,TRUE,9/17/2025,40.426,0,15.26,3.316,230.0816667,20.15833333,0,55.686
MTR-AMS-1045,Amsterdam,FALSE,TRUE,9/18/2025,40.262,0,13.331,3.337,230.11375,20.28583333,0,53.593
MTR-AMS-1045,Amsterdam,FALSE,TRUE,9/19/2025,39.618,0,0,3.443,230.0145833,19.91541667,0,39.618
MTR-AMS-1045,Amsterdam,FALSE,TRUE,9/20/2025,41.449,0,13.821,3.573,229.91375,19.79375,0,55.27
MTR-AMS-1045,Amsterdam,FALSE,TRUE,9/21/2025,42.493,0,9.244,3.377,229.835,20.52416667,0,51.737
MTR-AMS-1045,Amsterdam,FALSE,TRUE,9/22/2025,39.529,0,14.32,3.395,229.6095833,19.89125,0,53.849
MTR-AMS-1045,Amsterdam,FALSE,TRUE,9/23/2025,41.014,0,13.399,3.614,229.7495833,19.77583333,0,54.413
MTR-AMS-1045,Amsterdam,FALSE,TRUE,9/24/2025,40.283,0,5.083,3.589,230.2683333,19.54166667,0,45.366
MTR-AMS-1045,Amsterdam,FALSE,TRUE,9/25/2025,41.071,0,5.716,3.413,229.7175,19.51958333,0,46.787
MTR-AMS-1045,Amsterdam,FALSE,TRUE,9/26/2025,40.9,0,16.002,3.681,229.6325,19.64583333,0,56.902
MTR-AMS-1045,Amsterdam,FALSE,TRUE,9/27/2025,41.483,0,15.738,3.321,229.8370833,19.82041667,0,57.221
MTR-AMS-1045,Amsterdam,FALSE,TRUE,9/28/2025,39.909,0,11.979,3.359,230.0683333,19.56916667,0,51.888
MTR-AMS-1045,Amsterdam,FALSE,TRUE,9/29/2025,40.598,0,10.172,3.426,229.7983333,19.765,0,50.77
MTR-AMS-1045,Amsterdam,FALSE,TRUE,9/30/2025,41.141,0,9.132,3.697,230.0741667,19.9075,0,50.273
MTR-AMS-1045,Amsterdam,FALSE,TRUE,10/1/2025,41.549,0,14.654,3.56,230.10625,20.30583333,0,56.203
MTR-AMS-1045,Amsterdam,FALSE,TRUE,10/2/2025,40.928,0,12.191,3.393,229.9383333,19.71041667,0,53.119
MTR-AMS-1045,Amsterdam,FALSE,TRUE,10/3/2025,41.198,0,25.17,3.364,229.6695833,19.8775,0,66.368
MTR-AMS-1045,Amsterdam,FALSE,TRUE,10/4/2025,39.885,0,12.99,3.365,229.7491667,19.40625,0,52.875
MTR-AMS-1045,Amsterdam,FALSE,TRUE,10/5/2025,39.762,0,10.433,3.398,229.3841667,19.46458333,0,50.195
MTR-AMS-1045,Amsterdam,FALSE,TRUE,10/6/2025,41.245,0,18.481,3.544,230.1325,20.23,0,59.726
MTR-AMS-1045,Amsterdam,FALSE,TRUE,10/7/2025,40.583,0,10.941,3.528,229.7879167,19.555,0,51.524
MTR-AMS-1045,Amsterdam,FALSE,TRUE,10/8/2025,40.011,0,5.851,3.309,229.8933333,20.21208333,0,45.862
MTR-AMS-1045,Amsterdam,FALSE,TRUE,10/9/2025,41.452,0,10.016,3.587,230.1395833,19.15625,0,51.468
MTR-AMS-1045,Amsterdam,FALSE,TRUE,10/10/2025,42.02,0,13.702,3.257,229.8079167,19.71625,0,55.722
MTR-AMS-1045,Amsterdam,FALSE,TRUE,10/11/2025,41.821,0,19.543,3.454,229.3666667,19.47708333,0,61.364
MTR-AMS-1045,Amsterdam,FALSE,TRUE,10/12/2025,40.33,0,17.325,3.446,230.3504167,18.98833333,0,57.655
MTR-AMS-1045,Amsterdam,FALSE,TRUE,10/13/2025,40.738,0,13.976,3.473,229.5270833,20.1975,0,54.714
MTR-AMS-1045,Amsterdam,FALSE,TRUE,10/14/2025,40.368,0,13.147,3.196,229.72625,19.89708333,0,53.515
MTR-AMS-1045,Amsterdam,FALSE,TRUE,10/15/2025,41.16,0,16.431,3.704,230.1820833,19.24416667,0,57.591
MTR-AMS-1045,Amsterdam,FALSE,TRUE,10/16/2025,40.708,0,20.602,3.277,230.0808333,19.3,0,61.31
MTR-AMS-1045,Amsterdam,FALSE,TRUE,10/17/2025,40.22,0,15.111,3.393,230.2175,19.09333333,0,55.331
MTR-AMS-1045,Amsterdam,FALSE,TRUE,10/18/2025,40.311,0,14.42,3.593,230.0404167,19.35,0,54.731
MTR-AMS-1045,Amsterdam,FALSE,TRUE,10/19/2025,39.401,0,6.534,3.616,230.0279167,18.91625,0,45.935
MTR-AMS-1045,Amsterdam,FALSE,TRUE,10/20/2025,39.454,0,14.134,3.672,229.8445833,19.12083333,0,53.588
MTR-AMS-1045,Amsterdam,FALSE,TRUE,10/21/2025,40.06,0,2.09,3.217,230.5916667,18.48166667,0,42.15
MTR-AMS-1045,Amsterdam,FALSE,TRUE,10/22/2025,40.56,0,18.796,3.203,230.2383333,18.82083333,0,59.356
MTR-AMS-1045,Amsterdam,FALSE,TRUE,10/23/2025,41.426,0,22.084,3.463,229.8791667,19.04791667,0,63.51
MTR-AMS-1045,Amsterdam,FALSE,TRUE,10/24/2025,41.382,0,12.124,3.46,228.995,18.96041667,1,53.506
MTR-AMS-1045,Amsterdam,FALSE,TRUE,10/25/2025,42.358,0,23.886,3.432,229.5816667,18.40083333,0,66.244
MTR-AMS-1045,Amsterdam,FALSE,TRUE,10/26/2025,40.831,0,3.701,3.724,229.9766667,18.47333333,0,44.532
MTR-AMS-1045,Amsterdam,FALSE,TRUE,10/27/2025,41.47,0,13.394,3.231,229.9533333,18.54375,0,54.864
MTR-AMS-1045,Amsterdam,FALSE,TRUE,10/28/2025,39.341,0,11.642,3.501,229.96125,18.1125,0,50.983
MTR-AMS-1046,Amsterdam,FALSE,TRUE,7/1/2025,39.234,0,10.384,3.347,230.0820833,13.51666667,1,49.618
MTR-AMS-1046,Amsterdam,FALSE,TRUE,7/2/2025,39.686,0,6.94,3.511,229.3416667,13.19875,1,46.626
MTR-AMS-1046,Amsterdam,FALSE,TRUE,7/3/2025,41.373,0,11.316,3.355,229.3683333,13.86541667,0,52.689
MTR-AMS-1046,Amsterdam,FALSE,TRUE,7/4/2025,40.766,0,15.622,3.793,229.9870833,13.48541667,0,56.388
MTR-AMS-1046,Amsterdam,FALSE,TRUE,7/5/2025,39.464,0,16.19,3.279,229.7945833,14.26916667,0,55.654
MTR-AMS-1046,Amsterdam,FALSE,TRUE,7/6/2025,39.363,0,12.738,3.351,229.7808333,14.43,0,52.101
MTR-AMS-1046,Amsterdam,FALSE,TRUE,7/7/2025,40.387,0,8.844,3.324,230.06375,13.90541667,0,49.231
MTR-AMS-1046,Amsterdam,FALSE,TRUE,7/8/2025,39.712,0,6.707,3.884,229.7333333,14.53083333,1,46.419
MTR-AMS-1046,Amsterdam,FALSE,TRUE,7/9/2025,39.563,0,13.619,3.495,230.2145833,14.5075,0,53.182
MTR-AMS-1046,Amsterdam,FALSE,TRUE,7/10/2025,39.046,0,13.123,3.488,230.61,14.99541667,0,52.169
MTR-AMS-1046,Amsterdam,FALSE,TRUE,7/11/2025,40.344,0,5.121,3.396,229.3479167,14.61958333,1,45.465
MTR-AMS-1046,Amsterdam,FALSE,TRUE,7/12/2025,41.275,0,9.449,3.552,229.7925,14.99041667,0,50.724
MTR-AMS-1046,Amsterdam,FALSE,TRUE,7/13/2025,39.974,0,10.59,3.457,229.9054167,14.6475,0,50.564
MTR-AMS-1046,Amsterdam,FALSE,TRUE,7/14/2025,40.07,0,11.677,3.426,229.8866667,15.17916667,0,51.747
MTR-AMS-1046,Amsterdam,FALSE,TRUE,7/15/2025,39.154,0,12.685,3.518,230.155,14.80625,0,51.839
MTR-AMS-1046,Amsterdam,FALSE,TRUE,7/16/2025,40.18,0,10.523,3.608,230.0258333,15.25333333,0,50.703
MTR-AMS-1046,Amsterdam,FALSE,TRUE,7/17/2025,40.3,0,7.143,3.351,229.785,15.20083333,0,47.443
MTR-AMS-1046,Amsterdam,FALSE,TRUE,7/18/2025,41.386,0,7.648,3.467,230.4929167,15.83333333,0,49.034
MTR-AMS-1046,Amsterdam,FALSE,TRUE,7/19/2025,39.237,0,10.532,3.387,229.9454167,15.18708333,0,49.769
MTR-AMS-1046,Amsterdam,FALSE,TRUE,7/20/2025,39.555,0,5.361,3.329,230.22375,15.78458333,0,44.916
MTR-AMS-1046,Amsterdam,FALSE,TRUE,7/21/2025,39.342,0,24.885,3.587,229.94125,15.75583333,0,64.227
MTR-AMS-1046,Amsterdam,FALSE,TRUE,7/22/2025,39.783,0,11.981,3.329,229.8875,15.96,0,51.764
MTR-AMS-1046,Amsterdam,FALSE,TRUE,7/23/2025,39.92,0,9.919,3.305,230.5070833,16.6525,0,49.839
MTR-AMS-1046,Amsterdam,FALSE,TRUE,7/24/2025,38.772,0,6.891,3.482,230.45875,16.58541667,1,45.663
MTR-AMS-1046,Amsterdam,FALSE,TRUE,7/25/2025,40.291,0,20.152,3.218,229.8025,15.84291667,0,60.443
MTR-AMS-1046,Amsterdam,FALSE,TRUE,7/26/2025,41.169,0,18.921,3.435,229.5358333,16.57416667,0,60.09
MTR-AMS-1046,Amsterdam,FALSE,TRUE,7/27/2025,39.226,0,18.086,3.452,229.7975,15.90958333,1,57.312
MTR-AMS-1046,Amsterdam,FALSE,TRUE,7/28/2025,40.8,0,5.633,3.516,229.8033333,16.87916667,0,46.433
MTR-AMS-1046,Amsterdam,FALSE,TRUE,7/29/2025,39.006,0,19.002,3.39,229.5845833,17.22541667,0,58.008
MTR-AMS-1046,Amsterdam,FALSE,TRUE,7/30/2025,40.225,0,25.794,3.309,229.6741667,16.92375,0,66.019
MTR-AMS-1046,Amsterdam,FALSE,TRUE,7/31/2025,39.883,0,7.213,3.505,230.0854167,16.96666667,0,47.096
MTR-AMS-1046,Amsterdam,FALSE,TRUE,8/1/2025,38.968,0,4.79,3.344,230.5979167,17.12583333,0,43.758
MTR-AMS-1046,Amsterdam,FALSE,TRUE,8/2/2025,40.973,0,10.622,3.579,230.0125,17.28833333,0,51.595
MTR-AMS-1046,Amsterdam,FALSE,TRUE,8/3/2025,39.537,0,15.427,3.395,230.2904167,18.17541667,0,54.964
MTR-AMS-1046,Amsterdam,FALSE,TRUE,8/4/2025,39.782,0,13.144,3.349,229.9783333,17.88041667,0,52.926
MTR-AMS-1046,Amsterdam,FALSE,TRUE,8/5/2025,38.684,0,20.01,3.488,229.8895833,18.01541667,0,58.694
MTR-AMS-1046,Amsterdam,FALSE,TRUE,8/6/2025,39.576,0,14.659,3.518,230.3516667,17.51375,0,54.235
MTR-AMS-1046,Amsterdam,FALSE,TRUE,8/7/2025,39.803,0,10.485,3.511,229.76,17.94625,1,50.288
MTR-AMS-1046,Amsterdam,FALSE,TRUE,8/8/2025,39.921,0,15.964,3.736,229.6620833,17.45791667,0,55.885
MTR-AMS-1046,Amsterdam,FALSE,TRUE,8/9/2025,39.136,0,14.902,3.531,229.81125,18.52708333,0,54.038
MTR-AMS-1046,Amsterdam,FALSE,TRUE,8/10/2025,39.832,0,12.117,3.334,229.47,17.88541667,1,51.949
MTR-AMS-1046,Amsterdam,FALSE,TRUE,8/11/2025,40.257,0,9.759,3.518,230.2966667,17.84708333,0,50.016
MTR-AMS-1046,Amsterdam,FALSE,TRUE,8/12/2025,41.796,0,15.552,3.682,230.44875,18.16416667,0,57.348
MTR-AMS-1046,Amsterdam,FALSE,TRUE,8/13/2025,39.778,0,9.824,3.347,230.91625,18.48,0,49.602
MTR-AMS-1046,Amsterdam,FALSE,TRUE,8/14/2025,39.299,0,16.512,3.507,230.3158333,18.2175,0,55.811
MTR-AMS-1046,Amsterdam,FALSE,TRUE,8/15/2025,39.506,0,12.925,3.247,230.1929167,18.61541667,0,52.431
MTR-AMS-1046,Amsterdam,FALSE,TRUE,8/16/2025,39.342,0,10.221,3.369,229.60625,18.69666667,0,49.563
MTR-AMS-1046,Amsterdam,FALSE,TRUE,8/17/2025,39.08,0,12.162,3.145,229.9479167,18.16291667,0,51.242
MTR-AMS-1046,Amsterdam,FALSE,TRUE,8/18/2025,40.762,0,16.018,3.326,229.7591667,18.67708333,0,56.78
MTR-AMS-1046,Amsterdam,FALSE,TRUE,8/19/2025,40.527,0,4.182,3.484,229.5679167,18.89166667,0,44.709
MTR-AMS-1046,Amsterdam,FALSE,TRUE,8/20/2025,39.902,0,17.449,3.439,230.1983333,18.50291667,0,57.351
MTR-AMS-1046,Amsterdam,FALSE,TRUE,8/21/2025,38.831,0,15.694,3.429,230.5091667,18.81625,0,54.525
MTR-AMS-1046,Amsterdam,FALSE,TRUE,8/22/2025,39.717,0,7.68,3.157,229.6458333,19.3375,0,47.397
MTR-AMS-1046,Amsterdam,FALSE,TRUE,8/23/2025,39.529,0,25.911,3.498,230.2325,18.8775,0,65.44
MTR-AMS-1046,Amsterdam,FALSE,TRUE,8/24/2025,39.26,0,5.679,3.379,230.1770833,19.21458333,0,44.939
MTR-AMS-1046,Amsterdam,FALSE,TRUE,8/25/2025,41.189,0,12.458,3.322,230.0808333,19.4375,0,53.647
MTR-AMS-1046,Amsterdam,FALSE,TRUE,8/26/2025,38.159,0,10.023,3.357,229.6833333,19.48666667,1,48.182
MTR-AMS-1046,Amsterdam,FALSE,TRUE,8/27/2025,39.658,0,9.747,3.445,230.3616667,18.9925,0,49.405
MTR-AMS-1046,Amsterdam,FALSE,TRUE,8/28/2025,40.063,0,4.372,3.513,230.1633333,19.43625,0,44.435
MTR-AMS-1046,Amsterdam,FALSE,TRUE,8/29/2025,40.407,0,6.49,3.198,229.37375,19.475,1,46.897
MTR-AMS-1046,Amsterdam,FALSE,TRUE,8/30/2025,39.72,0,4.042,3.34,229.7516667,19.27916667,0,43.762
MTR-AMS-1046,Amsterdam,FALSE,TRUE,8/31/2025,40.687,0,16.186,3.647,229.845,19.93125,0,56.873
MTR-AMS-1046,Amsterdam,FALSE,TRUE,9/1/2025,40.611,0,13.064,3.502,230.3108333,19.48875,0,53.675
MTR-AMS-1046,Amsterdam,FALSE,TRUE,9/2/2025,39.162,0,15.026,3.349,230.0775,19.10875,0,54.188
MTR-AMS-1046,Amsterdam,FALSE,TRUE,9/3/2025,40.086,0,12.021,3.369,230.1558333,19.82166667,0,52.107
MTR-AMS-1046,Amsterdam,FALSE,TRUE,9/4/2025,40.981,0,8.943,3.831,230.1283333,19.83666667,0,49.924
MTR-AMS-1046,Amsterdam,FALSE,TRUE,9/5/2025,38.688,0,5.696,3.604,230.3383333,20.19291667,0,44.384
MTR-AMS-1046,Amsterdam,FALSE,TRUE,9/6/2025,39.684,0,6.754,3.437,229.5375,19.80875,0,46.438
MTR-AMS-1046,Amsterdam,FALSE,TRUE,9/7/2025,39.416,0,13.425,3.148,230.3858333,19.40166667,0,52.841
MTR-AMS-1046,Amsterdam,FALSE,TRUE,9/8/2025,39.422,0,15.765,3.449,230.36,20.00916667,0,55.187
MTR-AMS-1046,Amsterdam,FALSE,TRUE,9/9/2025,38.432,0,16.493,3.388,228.9116667,19.7775,1,54.925
MTR-AMS-1046,Amsterdam,FALSE,TRUE,9/10/2025,39.715,0,14.508,3.186,230.48375,19.57458333,0,54.223
MTR-AMS-1046,Amsterdam,FALSE,TRUE,9/11/2025,40.345,0,6.532,3.472,229.9041667,19.695,0,46.877
MTR-AMS-1046,Amsterdam,FALSE,TRUE,9/12/2025,39.938,0,17.477,3.403,230.4795833,19.85625,0,57.415
MTR-AMS-1046,Amsterdam,FALSE,TRUE,9/13/2025,40.895,0,18.217,3.708,230.1841667,20.53208333,0,59.112
MTR-AMS-1046,Amsterdam,FALSE,TRUE,9/14/2025,41.414,0,20.421,3.768,229.6175,20.17125,1,61.835
MTR-AMS-1046,Amsterdam,FALSE,TRUE,9/15/2025,40.473,0,4.914,3.391,230.115,20.12,0,45.387
MTR-AMS-1046,Amsterdam,FALSE,TRUE,9/16/2025,38.54,0,11.138,3.645,229.7625,19.35958333,0,49.678
MTR-AMS-1046,Amsterdam,FALSE,TRUE,9/17/2025,39.184,0,18.635,3.237,229.9054167,19.27833333,0,57.819
MTR-AMS-1046,Amsterdam,FALSE,TRUE,9/18/2025,39.221,0,8.312,3.423,229.2820833,20.20416667,1,47.533
MTR-AMS-1046,Amsterdam,FALSE,TRUE,9/19/2025,40.405,0,5.973,3.427,229.52875,20.3625,0,46.378
MTR-AMS-1046,Amsterdam,FALSE,TRUE,9/20/2025,39.718,0,13.59,3.444,229.7404167,20.08041667,1,53.308
MTR-AMS-1046,Amsterdam,FALSE,TRUE,9/21/2025,40.137,0,13.997,3.55,229.9370833,19.97625,0,54.134
MTR-AMS-1046,Amsterdam,FALSE,TRUE,9/22/2025,39.629,0,11.84,3.468,230.0225,20.18916667,0,51.469
MTR-AMS-1046,Amsterdam,FALSE,TRUE,9/23/2025,39.764,0,10.208,3.388,229.85375,19.795,0,49.972
MTR-AMS-1046,Amsterdam,FALSE,TRUE,9/24/2025,39.712,0,15.035,3.645,230.255,20.24125,0,54.747
MTR-AMS-1046,Amsterdam,FALSE,TRUE,9/25/2025,39.623,0,5.98,3.38,229.9375,19.65666667,0,45.603
MTR-AMS-1046,Amsterdam,FALSE,TRUE,9/26/2025,39.646,0,3.158,3.612,230.3954167,20.12,0,42.804
